ric,ticker,isin,exchange_name,coverage_role
MXL.OQ,MXL,US57776J1007,Nasdaq Stock Exchange Global Select Market,native_equity
MYCC.N,MYCC,,,native_equity
MYE.N,MYE,US6284641098,New York Stock Exchange,native_equity
MYFW.OQ,MYFW,US33751L1052,Nasdaq Stock Exchange Global Select Market,native_equity
MYGN.OQ,MYGN,US62855J1043,Nasdaq Stock Exchange Global Select Market,native_equity
MYGNDE.INS,MYGNDE,,,native_equity
MYL.II,MYL,,,native_equity
MYO.A,MYO,US62857J2015,American Stock Exchange,native_equity
MYOKN.BCU,MYOKN,US62857M1053,BATS Europe,native_equity
MYPS.OQ,MYPS,US72815G1085,NASDAQ Stock Exchange Global Market,native_equity
MYRG.OQ,MYRG,US55405W1045,Nasdaq Stock Exchange Global Select Market,native_equity
MZTI.OQ,MZTI,US5138471033,Nasdaq Stock Exchange Global Select Market,native_equity
NABL.N,NABL,US62878D1000,New York Stock Exchange,native_equity
NADL.N,NADL,,,native_equity
NAFC.OQ,NAFC,,,native_equity
NAGE.OQ,NAGE,US1710774076,NASDAQ Stock Exchange Capital Market,native_equity
NAL.C,NAL,,,native_equity
NAME.OQ,NAME,,,native_equity
NASB.PK,NASB,US6289681099,USA Pink Sheets,native_equity
NAT.N,NAT,BMG657731060,New York Stock Exchange,native_equity
NATH.OQ,NATH,US6323471002,Nasdaq Stock Exchange Global Select Market,native_equity
NATI.O^J23,NATI,US6365181022,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NATL.N,NATL,US63001N1063,New York Stock Exchange,native_equity
NATR.OQ,NATR,US6390271012,NASDAQ Stock Exchange Capital Market,native_equity
NAUH.PK,NAUH,US63245Q1058,USA Pink Sheets,native_equity
NAVI.OQ,NAVI,US63938C1080,Nasdaq Stock Exchange Global Select Market,native_equity
NAVN.OQ,NAVN,US6391931010,Nasdaq Stock Exchange Global Select Market,native_equity
NB.OQ,NB,CA6544846091,NASDAQ Stock Exchange Global Market,native_equity
NBBC.OQ,NBBC,,,native_equity
NBBK.OQ,NBBK,US63945M1071,NASDAQ Stock Exchange Capital Market,native_equity
NBF.A,NBF,,,native_equity
NBHC.N,NBHC,US6337071046,New York Stock Exchange,native_equity
NBIX.OQ,NBIX,US64125C1099,Nasdaq Stock Exchange Global Select Market,native_equity
NBL.O^J20,NBL,US6550441058,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NBN.OQ,NBN,US66405S1006,NASDAQ Stock Exchange Global Market,native_equity
NBR.II,NBR,,,native_equity
NBR.N,NBR,BMG6359F1370,New York Stock Exchange,native_equity
NBTB.OQ,NBTB,US6287781024,Nasdaq Stock Exchange Global Select Market,native_equity
NC.N,NC,US6295791031,New York Stock Exchange,native_equity
NCC.II,NCC,US634902GJ32,,native_equity
NCI.N,NCI,KYG6421C1208,New York Stock Exchange,native_equity
NCIT.OQ,NCIT,,,native_equity
NCLH.K,NCLH,BMG667211046,New York Consolidated,native_equity
NCMI.OQ,NCMI,US6353092066,Nasdaq Stock Exchange Global Select Market,native_equity
NCOM.OQ,NCOM,,,native_equity
NCSM.OQ,NCSM,US6288772014,NASDAQ Stock Exchange Capital Market,native_equity
NDAQ.OQ,NDAQ,US6311031081,Nasdaq Stock Exchange Global Select Market,native_equity
NDLS.OQ,NDLS,US65540B3033,Nasdaq Stock Exchange Global Select Market,native_equity
NDN^A12,NDN,US65440K1060,New York Consolidated,native_equity
NDSN.OQ,NDSN,US6556631025,Nasdaq Stock Exchange Global Select Market,native_equity
NE.II,NE,,,native_equity
NE.N,NE,GB00BMXNWH07,New York Stock Exchange,native_equity
NECB.OQ,NECB,US6641211007,NASDAQ Stock Exchange Capital Market,native_equity
NEE.N,NEE,US65339F1012,New York Stock Exchange,native_equity
NEFF.N,NEFF,,,native_equity
NEM.N,NEM,US6516391066,New York Stock Exchange,native_equity
NEO.OQ,NEO,US64049M2098,NASDAQ Stock Exchange Capital Market,native_equity
NEOG.OQ,NEOG,US6404911066,Nasdaq Stock Exchange Global Select Market,native_equity
NEON.OQ,NEON,US64051M7092,NASDAQ Stock Exchange Capital Market,native_equity
NEOS.OQ,NEOS,,,native_equity
NERD.CD,NERD,CA64082A1049,Canadian Securities Exchange - CSE Listed,projection_only
NERV.OQ,NERV,US6033802058,NASDAQ Stock Exchange Capital Market,native_equity
NET.N,NET,US18915M1071,New York Stock Exchange,native_equity
NEU.N,NEU,US6515871076,New York Stock Exchange,native_equity
NEWP.O,NEWP,,,native_equity
NEWR.K^K23,NEWR,US64829B1008,New York Consolidated,native_equity
NEWT.OQ,NEWT,US6525262035,NASDAQ Stock Exchange Global Market,native_equity
NEXCDE.INS,NEXCDE,,,native_equity
NEXN.OQ,NEXN,IL0012165630,NASDAQ Stock Exchange Global Market,native_equity
NEXT.OQ,NEXT,US65342K1051,NASDAQ Stock Exchange Capital Market,native_equity
NFBK.OQ,NFBK,US66611T1088,Nasdaq Stock Exchange Global Select Market,native_equity
NFE.OQ,NFE,US6443931000,Nasdaq Stock Exchange Global Select Market,native_equity
NFG.N,NFG,US6361801011,New York Stock Exchange,native_equity
NFI.C,NFI,,,native_equity
NFLX.OQ,NFLX,US64110L1061,Nasdaq Stock Exchange Global Select Market,native_equity
NFP.B,NFP,,,native_equity
NFP.N,NFP,,,native_equity
NFX^B19,NFX^B19,US6512901082,New York Consolidated,native_equity
NGNE.OQ,NGNE,US64135M1053,NASDAQ Stock Exchange Global Market,native_equity
NGPC.OQ,NGPC,,,native_equity
NGS.N,NGS,US63886Q1094,New York Stock Exchange,native_equity
NGVC.N,NGVC,US63888U1088,New York Stock Exchange,native_equity
NGVT.N,NGVT,US45688C1071,New York Stock Exchange,native_equity
NHC.A,NHC,US6359061008,American Stock Exchange,native_equity
NHC.TO,NHC,,,native_equity
NHI.N,NHI,US63633D1046,New York Stock Exchange,native_equity
NHP^G11,NHP,US6386201049,New York Consolidated,native_equity
NHTC.OQ,NHTC,US63888P4063,NASDAQ Stock Exchange Capital Market,native_equity
NI.II,NI,US66526HAP38,,native_equity
NI.N,NI,US65473P1057,New York Stock Exchange,native_equity
NIC.N,NIC,US65406E1029,New York Stock Exchange,native_equity
NIHD.OQ,NIHD,,,native_equity
NILE.OQ,NILE,,,native_equity
NINEQ.PK,NINEQ,US65441V1017,USA Pink Sheets,native_equity
NITE.OQ,NITE,,,native_equity
NJR.N,NJR,US6460251068,New York Stock Exchange,native_equity
NKE.N,NKE,US6541061031,New York Stock Exchange,native_equity
NKSH.OQ,NKSH,US6348651091,NASDAQ Stock Exchange Capital Market,native_equity
NKTR.OQ,NKTR,US6402683063,NASDAQ Stock Exchange Capital Market,native_equity
NKTRDE.INS,NKTRDE,,,native_equity
NKTX.OQ,NKTX,US65487U1088,Nasdaq Stock Exchange Global Select Market,native_equity
NL.N,NL,US6291564077,New York Stock Exchange,native_equity
NLOP.N,NLOP,US64110Y1082,New York Stock Exchange,native_equity
NLSN.K^J22,NLSN,GB00BWFY5505,New York Consolidated,native_equity
NLY.N,NLY,US0357108390,New York Stock Exchange,native_equity
NMAX.N,NMAX,US65250K1051,New York Stock Exchange,native_equity
NMBL.N,NMBL,US45259A7798,New York Stock Exchange,native_equity
NMFC.O,NMFC,US6475511001,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NMIH.OQ,NMIH,US6292093050,NASDAQ Stock Exchange Global Market,native_equity
NMRK.OQ,NMRK,US65158N1028,Nasdaq Stock Exchange Global Select Market,native_equity
NN.OQ,NN,US65345N1063,NASDAQ Stock Exchange Capital Market,native_equity
NNBR.OQ,NNBR,US6293371067,Nasdaq Stock Exchange Global Select Market,native_equity
NNE.OQ,NNE,US63010H1086,NASDAQ Stock Exchange Capital Market,native_equity
NNI.N,NNI,US64031N1081,New York Stock Exchange,native_equity
NNN.N,NNN,US6374171063,New York Stock Exchange,native_equity
NNOX.OQ,NNOX,IL0011681371,NASDAQ Stock Exchange Global Market,native_equity
NOBL.OQ,NOBL,,,native_equity
NOC.II,NOC,,,native_equity
NOC.N,NOC,US6668071029,New York Stock Exchange,native_equity
NODK.OQ,NODK,US65342T1060,NASDAQ Stock Exchange Capital Market,native_equity
NOG.N,NOG,US6655313079,New York Stock Exchange,native_equity
NOR.N,NOR,,,native_equity
NOTV.OQ,NOTV,US45783Q1004,NASDAQ Stock Exchange Capital Market,native_equity
NOV.II,NOV,,,native_equity
NOV.N,NOV,US62955J1034,New York Stock Exchange,native_equity
NOVC.OQ,NOVC,,,native_equity
NOVL.O^D11,NOVL,US6700061053,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NOVN.OQ,NOVN,,,native_equity
NOVT.OQ,NOVT,CA67000B1040,Nasdaq Stock Exchange Global Select Market,native_equity
NOW.N,NOW,US81762P1021,New York Stock Exchange,native_equity
NPB.N,NPB,US66661N8864,New York Stock Exchange,native_equity
NPBC.OQ,NPBC,,,native_equity
NPCE.OQ,NPCE,US6412881053,NASDAQ Stock Exchange Global Market,native_equity
NPK.N,NPK,US6372151042,New York Stock Exchange,native_equity
NPKI.N,NPKI,US6517185046,New York Stock Exchange,native_equity
NPO.N,NPO,US29355X1072,New York Stock Exchange,native_equity
NPSI.OQ,NPSI,,,native_equity
NPSP.OQ,NPSP,,,native_equity
NPWR.N,NPWR,US64107A1051,New York Stock Exchange,native_equity
NRC.OQ,NRC,US6373722023,Nasdaq Stock Exchange Global Select Market,native_equity
NRDS.OQ,NRDS,US64082B1026,NASDAQ Stock Exchange Global Market,native_equity
NRDY.N,NRDY,US64081V1098,New York Stock Exchange,native_equity
NRE.N,NRE,,,native_equity
NREF.N,NREF,US65342V1017,New York Stock Exchange,native_equity
NRF.N,NRF,,,native_equity
NRG.N,NRG,US6293775085,New York Stock Exchange,native_equity
NRGN.O,NRGN,,,native_equity
NRIM.OQ,NRIM,US6667621097,Nasdaq Stock Exchange Global Select Market,native_equity
NRIX.OQ,NRIX,US67080M1036,NASDAQ Stock Exchange Global Market,native_equity
NSA.N,NSA,US6378701063,New York Stock Exchange,native_equity
NSC.N,NSC,US6558441084,New York Stock Exchange,native_equity
NSIT.OQ,NSIT,US45765U1034,Nasdaq Stock Exchange Global Select Market,native_equity
NSM.N,NSM,,,native_equity
NSM^I11,NSM,US6376401039,New York Consolidated,native_equity
NSP.N,NSP,US45778Q1076,New York Stock Exchange,native_equity
NSR.N,NSR,,,native_equity
NSSC.OQ,NSSC,US6304021057,Nasdaq Stock Exchange Global Select Market,native_equity
NSTK.O,NSTK,,,native_equity
NSTR.OQ,NSTR,,,native_equity
NST^D12,NST,US67019E1073,New York Consolidated,native_equity
NTAP.OQ,NTAP,US64110D1046,Nasdaq Stock Exchange Global Select Market,native_equity
NTB.N,NTB,BMG0772R2087,New York Stock Exchange,native_equity
NTCT.OQ,NTCT,US64115T1043,Nasdaq Stock Exchange Global Select Market,native_equity
NTES.OQ,NTES,US64110W1027,Nasdaq Stock Exchange Global Select Market,native_equity
NTGR.OQ,NTGR,US64111Q1040,Nasdaq Stock Exchange Global Select Market,native_equity
NTK.OQ,NTK,,,native_equity
NTLA.OQ,NTLA,US45826J1051,NASDAQ Stock Exchange Global Market,native_equity
NTLS.OQ,NTLS,,,native_equity
NTNX.OQ,NTNX,US67059N1081,Nasdaq Stock Exchange Global Select Market,native_equity
NTQ.TH,NTQ,,,native_equity
NTRA.OQ,NTRA,US6323071042,Nasdaq Stock Exchange Global Select Market,native_equity
NTRS.II,NTRS,,,native_equity
NTRS.OQ,NTRS,US6658591044,Nasdaq Stock Exchange Global Select Market,native_equity
NTSP.OQ,NTSP,,,native_equity
NTST.N,NTST,US64119V3033,New York Stock Exchange,native_equity
NTY.N,NTY,,,native_equity
NUANF.INS,NUANF,,,native_equity
NUCO.OQ,NUCO,,,native_equity
NUE.N,NUE,US6703461052,New York Stock Exchange,native_equity
NUGT.K,NUGT,US25460G7815,NYSE Arca Consolidated,projection_only
NUS.N,NUS,US67018T1051,New York Stock Exchange,native_equity
NUSDE.INS,NUSDE,,,native_equity
NUTR.OQ,NUTR,US67119K1025,NASDAQ Stock Exchange Capital Market,native_equity
NUTX.OQ,NUTX,US67079U3068,NASDAQ Stock Exchange Capital Market,native_equity
NUVA.O^I23,NUVA,US6707041058,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NUVB.N,NUVB,US67080N1019,New York Stock Exchange,native_equity
NUVL.OQ,NUVL,US6707031075,Nasdaq Stock Exchange Global Select Market,native_equity
NVAX.OQ,NVAX,US6700024010,Nasdaq Stock Exchange Global Select Market,native_equity
NVCR.OQ,NVCR,JE00BYSS4X48,Nasdaq Stock Exchange Global Select Market,native_equity
NVCT.OQ,NVCT,US67080T1088,NASDAQ Stock Exchange Capital Market,native_equity
NVDA.OQ,NVDA,US67066G1040,Nasdaq Stock Exchange Global Select Market,native_equity
NVEC.OQ,NVEC,US6294452064,NASDAQ Stock Exchange Capital Market,native_equity
NVE^L13,NVE,US67073Y1064,New York Consolidated,native_equity
NVGS.N,NVGS,MHY621321089,New York Stock Exchange,native_equity
NVLS.O^F12,NVLS,US6700081010,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NVR.N,NVR,US62944T1051,New York Stock Exchange,native_equity
NVRI.N,NVRI,US4158641070,New York Stock Exchange,native_equity
NVST.N,NVST,US29415F1049,New York Stock Exchange,native_equity
NVT.N,NVT,IE00BDVJJQ56,New York Stock Exchange,native_equity
NVTAN.BCU,NVTAN,US46185L1035,BATS Europe,native_equity
NVTS.OQ,NVTS,US63942X1063,NASDAQ Stock Exchange Global Market,native_equity
NWBI.OQ,NWBI,US6673401039,Nasdaq Stock Exchange Global Select Market,native_equity
NWBO.OQ,NWBO,,,native_equity
NWE.OQ,NWE,US6680743050,Nasdaq Stock Exchange Global Select Market,native_equity
NWEC.OQ,NWEC,,,native_equity
NWFL.OQ,NWFL,US6695491075,NASDAQ Stock Exchange Global Market,native_equity
NWK.B,NWK,,,native_equity
NWL.II,NWL,,,native_equity
NWL.O,NWL,US6512291062,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
NWLIA.OQ,NWLIA,,,native_equity
NWN.N,NWN,US66765N1054,New York Stock Exchange,native_equity
NWPX.OQ,NWPX,US6677461013,Nasdaq Stock Exchange Global Select Market,native_equity
NWSA.II,NWSA,,,native_equity
NWSA.OQ,NWSA,US65249B1098,Nasdaq Stock Exchange Global Select Market,native_equity
NWSB.OQ,NWSB,,,native_equity
NWY.C,NWY,,,native_equity
NX.N,NX,US7476191041,New York Stock Exchange,native_equity
NXDR.N,NXDR,US65345M1080,New York Stock Exchange,native_equity
NXDT.N,NXDT,US65340G2057,New York Stock Exchange,native_equity
NXPI.OQ,NXPI,NL0009538784,Nasdaq Stock Exchange Global Select Market,native_equity
NXRT.N,NXRT,US65341D1028,New York Stock Exchange,native_equity
NXST.OQ,NXST,US65336K1034,Nasdaq Stock Exchange Global Select Market,native_equity
NXT.OQ,NXT,US65290E1010,Nasdaq Stock Exchange Global Select Market,native_equity
NXTC.OQ,NXTC,US65343E2072,Nasdaq Stock Exchange Global Select Market,native_equity
NXXT.OQ,NXXT,US6529411059,NASDAQ Stock Exchange Capital Market,native_equity
NYMXF.PK,NYMXF,BSP733981026,USA Pink Sheets,native_equity
NYNYR.NB,NYNYR,,,native_equity
NYT.II,NYT,,,native_equity
NYT.N,NYT,US6501111073,New York Stock Exchange,native_equity
NYX.C,NYX,US67079G1094,,native_equity
NYX^K13,NYX,US6294911010,New York Consolidated,native_equity
O.N,O,US7561091049,New York Stock Exchange,native_equity
OABC.OQ,OABC,,,native_equity
OABI.OQ,OABI,US68218J1034,NASDAQ Stock Exchange Global Market,native_equity
OATS.O,OATS,,,native_equity
OA^F18,OA,US68557N1037,New York Consolidated,native_equity
OBK.N,OBK,US68621T1025,New York Stock Exchange,native_equity
OBT.OQ,OBT,US68417L1070,NASDAQ Stock Exchange Capital Market,native_equity
OC.N,OC,US6907421019,New York Stock Exchange,native_equity
OCAS.OQ,OCAS,,,native_equity
OCAT.OQ,OCAT,,,native_equity
OCFC.OQ,OCFC,US6752341080,Nasdaq Stock Exchange Global Select Market,native_equity
OCGN.OQ,OCGN,US67577C1053,NASDAQ Stock Exchange Capital Market,native_equity
OCLRN.BCU,OCLRN,US67555N2062,BATS Europe,native_equity
OCR.N,OCR,,,native_equity
OCUL.OQ,OCUL,US67576A1007,NASDAQ Stock Exchange Global Market,native_equity
OCZ.OQ,OCZ,,,native_equity
ODC.N,ODC,US6778641000,New York Stock Exchange,native_equity
ODFL.OQ,ODFL,US6795801009,Nasdaq Stock Exchange Global Select Market,native_equity
ODSY.P,ODSY,,,native_equity
OEC.N,OEC,LU1092234845,New York Stock Exchange,native_equity
OFED.PK,OFED,US6756071055,USA Pink Sheets,native_equity
OFG.N,OFG,PR67103X1020,New York Stock Exchange,native_equity
OFIX.OQ,OFIX,US68752M1080,Nasdaq Stock Exchange Global Select Market,native_equity
OFLX.OQ,OFLX,US6820951043,NASDAQ Stock Exchange Global Market,native_equity
OGE.N,OGE,US6708371033,New York Stock Exchange,native_equity
OGS.N,OGS,US68235P1084,New York Stock Exchange,native_equity
OHI.N,OHI,US6819361006,New York Stock Exchange,native_equity
OI.N,OI,US67098H1041,New York Stock Exchange,native_equity
OII.N,OII,US6752321025,New York Stock Exchange,native_equity
OIS.N,OIS,US6780261052,New York Stock Exchange,native_equity
OKE.N,OKE,US6826801036,New York Stock Exchange,native_equity
OKLO.N,OKLO,US02156V1098,New York Stock Exchange,native_equity
OKSB.OQ,OKSB,,,native_equity
OKTA.OQ,OKTA,US6792951054,Nasdaq Stock Exchange Global Select Market,native_equity
OLED.OQ,OLED,US91347P1057,Nasdaq Stock Exchange Global Select Market,native_equity
OLLI.OQ,OLLI,US6811161099,NASDAQ Stock Exchange Global Market,native_equity
OLMA.OQ,OLMA,US68062P1066,Nasdaq Stock Exchange Global Select Market,native_equity
OLN.N,OLN,US6806652052,New York Stock Exchange,native_equity
OLP.N,OLP,US6824061039,New York Stock Exchange,native_equity
OLPX.OQ,OLPX,US6793691089,Nasdaq Stock Exchange Global Select Market,native_equity
OM.O,OM,US6901452069,Consolidated Issue Listed on Nasdaq Global Select Market,native_equity
OMC.N,OMC,US6819191064,New York Stock Exchange,native_equity
OMCL.OQ,OMCL,US68213N1090,Nasdaq Stock Exchange Global Select Market,native_equity
OMDA.OQ,OMDA,US68170A1088,Nasdaq Stock Exchange Global Select Market,native_equity
OME.N,OME,,,native_equity
OMEF.OQ,OMEF,,,native_equity
OMER.OQ,OMER,US6821431029,NASDAQ Stock Exchange Global Market,native_equity
OMEX.OQ,OMEX,US6761182012,NASDAQ Stock Exchange Capital Market,native_equity
OMG.B,OMG,,,native_equity
OMG.N,OMG,,,native_equity
OMN.N,OMN,,,native_equity
OMPI.O,OMPI,,,native_equity
OMPI.OQ,OMPI,,,native_equity
OMRI.O,OMRI,,,native_equity
OMTR.OQ,OMTR,,,native_equity
OMX.N,OMX,,,native_equity
ONB.OQ,ONB,US6800331075,Nasdaq Stock Exchange Global Select Market,native_equity
ONCEN.BCU,ONCEN,US84652J1034,BATS Europe,native_equity
ONDK.N,ONDK,,,native_equity
ONE.N,ONE,,,native_equity
ONEQ.O,ONEQ,US3159128087,NASDAQ Global Market Consolidated,projection_only
ONEW.OQ,ONEW,US68280L1017,NASDAQ Stock Exchange Global Market,native_equity
ONIT.N,ONIT,US6757466064,New York Stock Exchange,native_equity
ONNNF.INS,ONNNF,,,native_equity
ONT.B,ONT,,,native_equity
ONTF.N,ONTF,US68339B1044,New York Stock Exchange,native_equity
ONTO.N,ONTO,US6833441057,New York Stock Exchange,native_equity
ONXXDE.INS,ONXXDE,,,native_equity
OO.N,OO,,,native_equity
OOMA.N,OOMA,US6834161019,New York Stock Exchange,native_equity
OPAL.OQ,OPAL,US68347P1030,NASDAQ Stock Exchange Capital Market,native_equity
OPB.OQ,OPB,,,native_equity
OPBK.OQ,OPBK,US67109R1095,NASDAQ Stock Exchange Global Market,native_equity
OPCH.OQ,OPCH,US68404L2016,Nasdaq Stock Exchange Global Select Market,native_equity
OPEN.OQ,OPEN,US6837121036,Nasdaq Stock Exchange Global Select Market,native_equity
OPFI.N,OPFI,US68386H1032,New York Stock Exchange,native_equity
OPITQ.PK,OPITQ,US67623C1099,USA Pink Sheets,native_equity
OPK.OQ,OPK,US68375N1037,Nasdaq Stock Exchange Global Select Market,native_equity
OPLN.N,OPLN,US48238T1097,New York Stock Exchange,native_equity
OPRT.OQ,OPRT,US68376D1046,Nasdaq Stock Exchange Global Select Market,native_equity
OPRX.OQ,OPRX,US68401U2042,NASDAQ Stock Exchange Capital Market,native_equity
OPSW.O,OPSW,,,native_equity
OPTM.O,OPTM,,,native_equity
OPTN.OQ,OPTN,US68404V2097,Nasdaq Stock Exchange Global Select Market,native_equity
OPTU.N,OPTU,US02156K1034,New York Stock Exchange,native_equity
OPWR.N,OPWR,,,native_equity
OPY.N,OPY,US6837971042,New York Stock Exchange,native_equity
ORA.N,ORA,US6866881021,New York Stock Exchange,native_equity
ORB.B,ORB,,,native_equity
ORBCN.BCU,ORBCN,US68555P1003,BATS Europe,native_equity
ORC.N,ORC,US68571X3017,New York Stock Exchange,native_equity
ORCL.N,ORCL,US68389X1054,New York Stock Exchange,native_equity
OREX.OQ,OREX,,,native_equity
ORGO.OQ,ORGO,US68621F1021,NASDAQ Stock Exchange Capital Market,native_equity
ORH.B,ORH,,,native_equity
ORI.N,ORI,US6802231042,New York Stock Exchange,native_equity
ORIC.OQ,ORIC,US68622P1093,Nasdaq Stock Exchange Global Select Market,native_equity
ORIT.O,ORIT,,,native_equity
ORIT.OQ,ORIT,,,native_equity
ORKA.OQ,ORKA,US6876041087,NASDAQ Stock Exchange Global Market,native_equity
ORLY.OQ,ORLY,US67103H1077,Nasdaq Stock Exchange Global Select Market,native_equity
ORM.A,ORM,,,native_equity
ORMP.OQ,ORMP,US68403P2039,NASDAQ Stock Exchange Capital Market,native_equity
ORN.N,ORN,US68628V3087,New York Stock Exchange,native_equity
ORRF.OQ,ORRF,US6873801053,NASDAQ Stock Exchange Capital Market,native_equity
OSBC.OQ,OSBC,US6802771005,Nasdaq Stock Exchange Global Select Market,native_equity
OSCR.N,OSCR,US6877931096,New York Stock Exchange,native_equity
OSG.N,OSG,US0231398845,New York Stock Exchange,native_equity
OSIR.OQ,OSIR,,,native_equity
OSIS.OQ,OSIS,US6710441055,Nasdaq Stock Exchange Global Select Market,native_equity
